iter	Passed	Remaining
777	11754	3353
778	11763	3337
779	11772	3320
780	11782	3303
781	11792	3287
782	11802	3270
783	11811	3254
784	11820	3237
785	11831	3221
786	11841	3204
787	11851	3188
788	11861	3172
789	11871	3155
790	11881	3139
791	11891	3122
792	11901	3106
793	11909	3089
794	11919	3073
795	11929	3057
796	11938	3040
797	11947	3024
798	11958	3008
799	11968	2992
800	11977	2975
801	11988	2959
802	11997	2943
803	12007	2927
804	12016	2910
805	12026	2894
806	12035	2878
807	12046	2862
808	12055	2846
809	12065	2830
810	12075	2814
811	12085	2798
812	12095	2782
813	12104	2765
814	12113	2749
815	12123	2733
816	12133	2717
817	12142	2701
818	12152	2685
819	12162	2669
820	12172	2653
821	12181	2637
822	12191	2621
823	12200	2605
824	12210	2590
825	12220	2574
826	12229	2558
827	12239	2542
828	12248	2526
829	12258	2510
830	12267	2494
831	12277	2479
832	12286	2463
833	12295	2447
834	12305	2431
835	12316	2416
836	12325	2400
837	12335	2384
838	12345	2368
839	12354	2353
840	12364	2337
841	12373	2321
842	12382	2306
843	12392	2290
844	12402	2274
845	12412	2259
846	12421	2243
847	12431	2228
848	12441	2212
849	12451	2197
850	12460	2181
851	12470	2166
852	12480	2150
853	12490	2135
854	12500	2119
855	12510	2104
856	12519	2089
857	12529	2073
858	12538	2058
859	12548	2042
860	12558	2027
861	12568	2012
862	12576	1996
863	12586	1981
864	12596	1965
865	12605	1950
866	12615	1935
867	12624	1919
868	12634	1904
869	12644	1889
870	12653	1874
871	12664	1858
872	12673	1843
873	12683	1828
874	12693	1813
875	12702	1798
876	12712	1782
877	12722	1767
878	12731	1752
879	12742	1737
880	12751	1722
881	12761	1707
882	12771	1692
883	12781	1677
884	12790	1662
885	12800	1647
886	12810	1631
887	12819	1616
888	12829	1601
889	12838	1586
890	12848	1571
891	12857	1556
892	12865	1541
893	12874	1526
894	12884	1511
895	12894	1496
896	12903	1481
897	12912	1466
898	12920	1451
899	12929	1436
900	12939	1421
901	12949	1406
902	12959	1392
903	12969	1377
904	12979	1362
905	12989	1347
906	12999	1332
907	13008	1318
908	13018	1303
909	13028	1288
910	13037	1273
911	13047	1258
912	13057	1244
913	13067	1229
914	13076	1214
915	13085	1199
916	13094	1185
917	13104	1170
918	13114	1155
919	13124	1141
920	13134	1126
921	13143	1111
922	13152	1097
923	13161	1082
924	13171	1067
925	13181	1053
926	13190	1038
927	13201	1024
928	13211	1009
929	13220	995
930	13230	980
931	13240	966
932	13250	951
933	13260	937
934	13270	922
935	13280	908
936	13289	893
937	13298	879
938	13308	864
939	13318	850
940	13328	835
941	13338	821
942	13347	806
943	13355	792
944	13364	777
945	13374	763
946	13383	749
947	13393	734
948	13403	720
949	13412	705
950	13422	691
951	13431	677
952	13440	662
953	13450	648
954	13460	634
955	13470	619
956	13479	605
957	13488	591
958	13498	577
959	13507	562
960	13516	548
961	13526	534
962	13536	520
963	13545	505
964	13554	491
965	13564	477
966	13573	463
967	13583	449
968	13592	434
969	13601	420
970	13610	406
971	13619	392
972	13629	378
973	13638	364
974	13647	349
975	13657	335
976	13667	321
977	13676	307
978	13686	293
979	13696	279
980	13705	265
981	13714	251
982	13723	237
983	13734	223
984	13743	209
985	13752	195
986	13758	181
987	13767	167
988	13776	153
989	13783	139
990	13790	125
991	13798	111
992	13805	97
993	13811	83
994	13818	69
995	13825	55
996	13832	41
997	13839	27
998	13846	13
999	13853	0
954	27695	1305
955	27709	1275
956	27722	1245
957	27735	1215
958	27748	1186
959	27760	1156
960	27774	1127
961	27789	1097
962	27804	1068
963	27818	1038
964	27835	1009
965	27850	980
966	27864	950
967	27878	921
968	27892	892
969	27906	863
970	27920	833
971	27935	804
972	27948	775
973	27962	746
974	27977	717
975	27991	688
976	28005	659
977	28020	630
978	28034	601
979	28046	572
980	28060	543
981	28076	514
982	28089	485
983	28104	456
984	28118	428
985	28132	399
986	28146	370
987	28160	342
988	28175	313
989	28189	284
990	28203	256
991	28216	227
992	28226	198
993	28236	170
994	28248	141
995	28260	113
996	28273	85
997	28285	56
998	28298	28
999	28310	0
	0
